کد,نوع کالا,نام,کد کالا,بارکد,توضیحات,واحد اصلی,واحد فرعی,ضریب تبدیل,کنترل موجودی,نقطه سفارش,زمان انتظار,حداقل سفارش,مشمول مالیات فروش,مالیات فروش,مشمول مالیات خرید,مالیات خرید,قیمت فروش,توضیحات فروش,قیمت خرید,توضیحات خرید,فعال,دسته بندی,موجودی اول دوره,مبلغ اول دوره,انبار,تعداد,همکار(IRR),عمده(IRR),دلاری(USD),پرسنل (IRR),مغازه (IRR),کد مالیاتی,واحد مالیاتی
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
